year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
2010,85001,0,0,2,12.0,2987.0,224.0,7.0,31407.73976444195
2018,12000,0,0,3,13.5,2477.0,175.56,7.0,31407.73976444195
2010,125000,1,1,3,19.7,796.0,46.3,5.0,1031.9685922602355
2013,53000,1,1,3,14.0,1061.0,64.0,5.0,3084.6887268648343
2017,34990,0,0,3,12.7,2179.0,187.7,5.0,60381.37969713965
2011,49768,1,1,2,17.01,1591.0,121.3,5.0,5552.439708356702
2013,56000,0,0,3,16.73,2993.0,218.0,5.0,37577.11721817162
2013,75000,0,0,3,14.74,2993.0,270.9,5.0,31351.65451486259
2010,57000,1,0,3,13.7,1798.0,157.75,5.0,8132.361189007291
2017,37542,0,0,3,15.73,1968.0,174.33,5.0,28839.035333707234
2014,95649,0,0,3,12.7,2179.0,187.7,5.0,33280.987100392595
2013,35299,0,0,3,14.84,2143.0,170.0,5.0,21312.394840157038
2017,28464,0,1,3,15.4,2179.0,120.0,7.0,14638.250140213124
2015,41000,0,0,3,21.76,1995.0,190.0,5.0,28603.47728547392
2017,9000,1,1,3,15.4,1497.0,117.3,7.0,9534.492428491307
2010,92098,0,0,2,16.0,2400.0,215.0,5.0,8132.361189007291
2005,5834,1,1,3,13.2,1495.0,94.0,5.0,897.36399326977
2017,40250,1,1,3,17.19,1197.0,81.86,5.0,7739.7644419517665
2018,22397,1,0,3,11.5,2996.0,367.0,5.0,79629.8373527762
2015,20800,1,1,2,21.1,814.0,55.2,5.0,2523.836231071228
2018,40322,1,1,3,18.9,1197.0,81.86,5.0,6169.377453729669
2013,52576,1,1,3,13.0,1493.0,100.0,5.0,4879.416713404374
2010,55000,1,1,3,16.47,1198.0,73.9,5.0,2523.836231071228
2016,47000,1,0,3,15.26,1798.0,187.74,5.0,27481.772293886705
2017,23163,1,1,3,15.29,1591.0,121.3,5.0,13494.111048794166
2011,50000,1,0,2,11.74,1796.0,186.0,5.0,9534.492428491307
2014,11900,1,0,3,16.82,1998.0,189.08,4.0,31968.592260235557
2013,37000,0,1,3,23.59,1364.0,67.04,5.0,6449.803701626472
2014,30000,1,1,2,19.4,1198.0,86.8,5.0,3589.45597307908
2018,12831,1,0,3,21.4,1197.0,83.1,5.0,11093.662366797531
2012,143017,0,0,3,20.0,1968.0,138.1,5.0,7380.818844643858
2018,13102,1,1,3,21.1,814.0,55.2,5.0,4554.122265844082
2019,24950,0,1,3,20.37,1461.0,108.45,5.0,14997.195737521031
2011,57832,0,0,3,16.2,2993.0,258.0,5.0,28962.422882781826
2016,34267,1,1,3,22.74,796.0,47.3,5.0,4195.1766685361745
2015,33000,0,0,2,16.8,1984.0,150.0,5.0,24677.509814918674
2007,55100,1,1,3,18.9,998.0,67.1,5.0,1626.472237801458
2008,40000,1,1,3,17.7,1497.0,78.0,5.0,2243.409983174425
2014,15000,1,1,3,13.7,1399.0,98.79,8.0,4206.393718452046
2016,82756,0,1,3,15.96,2523.0,62.1,7.0,8637.128435221537
2014,20600,1,1,3,21.1,814.0,55.2,5.0,2916.4329781267525
2017,29952,1,0,3,13.0,1591.0,121.3,5.0,15445.877734155916
2017,15000,1,1,2,16.09,1598.0,103.5,5.0,7964.105440269209
2008,61938,1,0,2,12.9,1799.0,130.0,5.0,2972.518227706113
2014,67000,0,1,3,22.3,1248.0,74.0,5.0,2804.2624789680312
2013,61672,0,1,3,16.0,2179.0,140.0,7.0,8446.43858665171
2017,26185,1,1,3,18.6,1197.0,81.83,5.0,8951.205832865955
2014,38000,0,0,2,14.16,1968.0,174.3,5.0,43746.49467190129
2011,67000,1,1,2,18.5,1197.0,85.8,5.0,2523.836231071228
2010,66000,1,1,2,13.17,1999.0,114.0,5.0,4318.5642176107685
2015,80883,0,1,3,12.8,2494.0,102.0,7.0,15143.01738642737
2016,80219,0,1,3,27.62,793.0,47.0,5.0,3925.967470555244
2018,12923,0,1,3,25.1,1248.0,88.5,5.0,10005.608524957936
2016,86642,0,0,3,15.17,1968.0,181.0,5.0,22849.130678631518
2016,19235,0,0,3,21.76,1995.0,190.0,5.0,40942.232192933254
2016,51002,0,0,3,11.33,4134.0,335.2,7.0,54862.591138530566
2016,6800,1,1,3,18.6,1197.0,81.83,5.0,8076.27593942793
2012,82749,0,1,3,19.01,1461.0,108.45,5.0,6719.012899607403
2016,51000,0,1,3,24.4,1120.0,71.0,5.0,5888.9512058328655
2014,31465,0,1,3,22.7,1498.0,89.84,5.0,7291.082445316882
2013,76476,1,1,3,16.47,1198.0,73.9,5.0,4935.501962983735
2017,14000,0,1,3,24.0,1120.0,70.0,5.0,5159.842961301177
2013,47000,0,1,3,21.12,1248.0,88.8,5.0,3309.0297251822767
2011,48466,1,1,3,17.0,1497.0,118.0,5.0,3656.7582725743127
2008,46000,1,1,2,17.92,1086.0,62.1,5.0,2490.185081323612
2017,25142,0,1,3,28.09,1248.0,88.5,5.0,9265.283230510375
2013,69000,0,1,3,12.55,2982.0,169.0,7.0,16208.63712843522
2018,26405,1,0,3,12.6,1950.0,191.34,5.0,57689.287717330335
2014,45000,0,1,3,15.8,2148.0,170.0,5.0,25799.214806505886
2012,64284,0,1,3,17.72,1968.0,108.49,5.0,6169.377453729669
2015,27000,1,1,3,18.9,1197.0,82.0,5.0,5047.672462142456
2018,3678,1,1,3,18.16,1196.0,86.8,5.0,7627.593942793045
2013,21000,1,1,3,16.8,1395.0,138.02,5.0,9814.91867638811
2015,67000,0,1,2,19.87,1461.0,83.8,5.0,7851.934941110488
2015,24000,0,0,2,15.68,1999.0,177.0,5.0,37577.11721817162
2011,75000,0,1,2,20.0,1399.0,68.0,5.0,2523.836231071228
2017,47198,0,1,3,12.55,2982.0,168.5,7.0,31878.855860908578
2012,52000,0,1,3,22.07,1199.0,73.9,5.0,3084.6887268648343
2011,91000,0,1,3,23.2,1248.0,73.94,5.0,3365.1149747616373
2013,60000,0,1,3,23.08,1461.0,63.1,5.0,3982.0527201346044
2013,37873,0,1,3,22.32,1582.0,126.32,5.0,5384.18395961862
2011,31000,1,0,3,10.8,2497.0,150.0,5.0,15143.01738642737
2017,129000,0,0,3,11.0,2987.0,258.0,7.0,62815.4795288839
2004,78000,1,0,3,12.0,2354.0,187.4,5.0,4475.6029164329775
2016,32000,0,0,3,17.01,1582.0,126.2,5.0,17386.427369601795
2010,59000,1,1,2,19.81,1086.0,68.05,5.0,2602.3555804823327
2016,35437,0,0,3,20.0,2143.0,136.0,5.0,20841.278743690407
2014,98000,1,1,3,16.02,1373.0,93.7,7.0,6169.377453729669
2006,72000,0,1,2,18.7,1896.0,66.0,5.0,3589.45597307908
2015,79000,1,1,3,18.0,1198.0,86.7,5.0,4486.81996634885
2004,29000,1,1,3,17.3,993.0,60.0,5.0,1794.72798653954
2013,66012,1,1,3,15.5,1586.0,103.3,5.0,4655.075715086932
2014,35000,1,0,3,16.5,1198.0,86.8,5.0,4767.246214245653
2011,75000,1,1,3,18.9,998.0,67.1,5.0,2916.4329781267525
2008,80000,1,0,2,12.1,2362.0,164.7,5.0,3847.448121144139
2012,32717,1,1,3,18.6,1199.0,79.4,5.0,2860.3477285473914
2017,25000,0,0,3,12.55,2982.0,168.5,7.0,35894.5597307908
2014,79000,0,1,3,22.7,1498.0,89.84,5.0,7010.656197420078
2010,86000,0,1,2,17.8,1248.0,75.0,5.0,4038.137969713965
2010,137000,0,0,3,13.5,2987.0,282.0,5.0,20751.54234436343
2015,25000,1,1,2,17.3,1497.0,117.3,7.0,4767.246214245653
2017,8500,1,1,2,18.9,1197.0,82.0,5.0,5384.18395961862
2015,34000,0,0,3,16.0,2179.0,140.0,7.0,14582.164890633763
2012,41629,1,1,2,14.83,1598.0,105.0,5.0,2523.836231071228
2009,80227,1,1,3,17.92,1086.0,62.1,5.0,2579.9214806505884
2019,8587,1,1,3,15.29,1591.0,121.3,5.0,15210.319685922601
2017,30000,0,1,3,15.4,1997.0,120.0,7.0,13740.886146943352
2013,64186,0,1,3,20.5,1598.0,103.5,5.0,4217.610768367919
2015,76427,0,1,3,19.01,1461.0,108.45,5.0,9624.228827818282
2011,75000,0,0,3,11.7,2993.0,245.0,5.0,30846.887268648345
2013,27075,1,1,3,17.6,1496.0,88.73,5.0,5552.439708356702
2012,30000,1,1,3,22.5,998.0,67.04,5.0,3701.6264722378014
2016,69434,1,1,3,15.8,1591.0,121.3,5.0,8973.6399326977
2014,56000,1,1,3,23.1,998.0,67.04,5.0,3129.556926528323
2017,49275,0,0,3,12.7,2179.0,187.7,5.0,51194.61581604038
2014,8700,1,1,3,18.6,1199.0,76.8,5.0,2860.3477285473914
2014,18000,1,1,2,25.4,624.0,37.5,4.0,1121.7049915872126
2017,41041,0,0,3,17.68,1968.0,174.33,5.0,42131.2394840157
2009,80464,0,0,2,11.0,2987.0,198.5,5.0,10420.639371845204
2019,20667,1,1,3,22.0,1197.0,81.8,5.0,7145.260796410544
2013,60283,1,1,3,14.6,1368.0,112.0,5.0,3342.6808749298934
2017,31696,1,1,3,20.4,1197.0,81.8,5.0,6449.803701626472
2010,100000,0,1,3,11.5,2982.0,171.0,7.0,14582.164890633763
2014,13361,1,1,3,16.02,1373.0,93.7,7.0,7627.593942793045
2010,48394,1,0,3,12.05,1995.0,154.0,5.0,11766.685361749858
2014,47399,1,1,3,16.02,1373.0,93.7,7.0,6281.54795288839
2010,69000,1,0,2,16.8,1497.0,118.0,5.0,3196.8592260235555
2013,65278,0,1,3,14.66,2199.0,194.3,7.0,9377.453729669096
2005,108000,0,1,3,17.0,1405.0,70.0,5.0,1121.7049915872126
2010,50645,1,0,2,10.93,2497.0,204.0,5.0,12058.328659562534
2011,130002,0,1,3,19.3,1248.0,73.9,5.0,4318.5642176107685
2012,107000,0,1,3,17.8,1399.0,67.0,5.0,3365.1149747616373
2015,41950,1,0,3,18.0,1497.0,117.3,5.0,10768.36791923724
2012,109000,0,1,3,13.0,2982.0,168.5,7.0,14862.591138530566
2016,9000,1,1,3,18.0,1198.0,86.7,5.0,6449.803701626472
2014,43900,0,1,3,22.54,1396.0,88.73,5.0,7571.508693213685
2013,64000,0,1,2,18.2,1248.0,73.8,7.0,5440.26920919798
2019,13190,1,0,3,0.0,1950.0,181.43,5.0,43735.27762198541
2009,77652,1,0,3,12.6,1586.0,103.2,5.0,3196.8592260235555
2012,55000,0,1,3,12.99,2494.0,100.0,7.0,10667.41446999439
2012,59900,0,0,2,18.48,1995.0,177.0,5.0,20751.54234436343
2015,73539,0,1,3,19.01,1461.0,108.45,5.0,7571.508693213685
2017,31645,0,0,3,20.68,1995.0,190.0,5.0,32978.126752664044
2009,69690,1,1,3,17.7,1497.0,78.0,5.0,3690.409422321929
2016,41000,0,1,3,28.09,1248.0,88.5,5.0,10656.197420078519
2010,109200,1,1,2,17.5,1298.0,85.8,5.0,2467.7509814918676
2012,80000,0,1,3,15.1,2179.0,140.0,7.0,7291.082445316882
2007,51000,1,1,3,13.5,1799.0,130.0,5.0,5496.354458777342
2013,105000,0,1,2,25.47,1248.0,88.5,7.0,7571.508693213685
2013,12100,1,0,3,9.9,1984.0,207.8,2.0,33090.29725182277
2017,31000,0,1,3,21.13,1498.0,108.4,5.0,11777.902411665731
2015,50000,0,1,3,20.14,1498.0,88.8,5.0,6954.570947840717
2009,48000,0,0,3,17.0,1896.0,105.0,5.0,5608.5249579360625
2007,35000,0,1,3,19.2,1461.0,65.0,5.0,2579.9214806505884
2016,100200,0,0,3,11.36,2755.0,171.5,7.0,19068.984856982614
2014,47000,0,0,3,18.88,1995.0,184.0,5.0,28603.47728547392
2015,63642,0,1,3,27.3,1498.0,98.6,5.0,6337.63320246775
2015,62550,0,1,3,25.8,1498.0,98.6,5.0,6281.54795288839
2015,37340,0,0,3,16.36,2179.0,187.7,5.0,33628.71564778463
2016,38461,0,1,3,26.59,1248.0,74.0,5.0,8289.3998878295
2018,29000,0,1,3,17.1,1956.0,170.0,5.0,21312.394840157038
2010,31000,1,1,3,12.5,1794.0,132.0,5.0,5608.5249579360625
2011,42086,1,1,3,17.0,1497.0,118.0,5.0,3757.711721817162
2013,49000,1,1,3,18.6,1197.0,85.8,5.0,4991.587212563096
2019,77240,0,0,3,22.32,1582.0,126.32,5.0,9321.368480089735
2012,105000,0,1,2,15.96,2523.0,62.1,7.0,6730.229949523275
2014,35000,0,1,3,22.9,1248.0,74.0,5.0,5888.9512058328655
2004,129000,1,1,1,13.8,1299.0,70.0,5.0,1682.5574873808187
2018,33558,0,1,3,20.14,1498.0,88.0,5.0,9108.244531688164
2012,60271,0,1,3,13.6,2523.0,63.0,7.0,6864.834548513741
2017,45366,0,1,3,25.1,1498.0,98.6,5.0,12204.150308468872
2014,9500,1,1,3,18.2,1199.0,82.5,5.0,3925.967470555244
2016,42362,1,1,3,18.6,1197.0,81.83,5.0,6898.485698261356
2016,21000,0,0,3,17.05,1995.0,184.0,5.0,37016.264722378015
2012,15200,0,0,3,15.06,1995.0,177.0,5.0,15143.01738642737
2015,43690,0,0,3,12.55,2982.0,168.5,7.0,19192.372406057206
2014,79926,0,0,3,11.33,4134.0,335.2,7.0,33393.15759955132
2013,53073,0,1,3,20.77,1248.0,88.76,7.0,6674.144699943914
2015,59000,1,1,3,18.5,1197.0,80.0,5.0,6449.803701626472
2006,47088,1,0,2,10.13,3498.0,364.9,5.0,21312.394840157038
2014,55000,0,1,3,20.45,1461.0,83.8,5.0,5328.0987100392595
2013,80430,0,1,2,17.21,1493.0,100.0,7.0,3701.6264722378014
2013,71932,0,0,3,12.55,2982.0,168.5,7.0,18508.132361189007
2014,19000,0,0,3,15.97,2993.0,258.0,7.0,49355.01962983735
2011,81759,0,1,3,19.3,1248.0,73.9,5.0,4924.284913067862
2018,52010,0,1,3,25.2,1248.0,74.0,5.0,6954.570947840717
2016,58953,1,0,3,13.53,1984.0,177.01,5.0,27167.694896242287
2008,93000,0,1,1,10.5,2835.0,107.2,6.0,6113.292204150308
2016,10000,0,0,3,16.36,2179.0,187.7,5.0,49355.01962983735
2019,40674,0,0,3,11.36,2755.0,171.5,7.0,27840.717891194614
2015,50000,0,0,3,19.3,1968.0,141.0,5.0,13112.731351654515
2018,1331,1,0,3,14.28,1798.0,138.03,5.0,22434.09983174425
2010,60000,1,1,3,19.7,796.0,35.0,8.0,1626.472237801458
2018,10003,0,0,3,17.9,2143.0,170.0,5.0,54402.69209197981
2016,25000,0,0,3,21.5,1498.0,108.5,5.0,10600.112170499156
2015,73000,0,1,3,16.0,2179.0,140.0,7.0,14021.312394840155
2014,59962,0,1,3,20.45,1461.0,83.8,5.0,7739.7644419517665
2012,72000,0,1,2,22.32,1582.0,126.32,5.0,6505.888951205832
2016,20967,0,0,3,14.69,2993.0,258.0,5.0,49983.17442512619
2015,35000,0,1,2,15.4,2179.0,120.0,7.0,9534.492428491307
2017,38056,0,1,3,23.9,1582.0,126.2,5.0,12002.243409983173
2009,94000,0,0,2,12.07,2967.0,241.4,7.0,13460.45989904655
2010,64236,1,1,3,14.7,1150.0,76.0,5.0,2736.9601794727987
2000,124000,0,1,3,13.6,2523.0,63.0,7.0,2187.3247335950646
2014,7400,1,1,3,19.1,1197.0,82.0,5.0,4879.416713404374
2017,52000,0,1,3,13.68,2393.0,147.8,8.0,19629.83735277622
2015,68764,1,1,3,21.1,814.0,55.2,5.0,3252.944475602916
2013,64000,0,1,3,22.07,1199.0,73.9,5.0,3252.944475602916
2016,21558,0,1,3,24.3,1248.0,88.5,5.0,9983.174425126192
2013,37500,0,0,3,18.88,1995.0,184.0,5.0,18788.55860908581
2016,14077,1,1,3,21.1,814.0,55.2,5.0,4430.73471676949
2009,70000,1,1,3,17.0,1497.0,118.0,5.0,2355.5804823331464
2011,54316,1,1,2,12.8,2354.0,177.6,5.0,4812.114413909141
2009,90764,0,1,3,14.0,2498.0,112.0,8.0,4318.5642176107685
2009,137000,0,0,2,13.2,1995.0,170.0,5.0,10095.344924284913
2013,127000,1,1,2,16.8,1497.0,116.3,5.0,5047.672462142456
2016,51884,0,1,3,16.0,2179.0,140.0,7.0,13976.444195176668
2014,67407,0,1,3,21.27,1396.0,88.76,5.0,5215.928210880539
2014,107825,0,1,3,13.0,2982.0,168.5,7.0,22994.952327537856
2006,82453,0,1,3,13.6,2523.0,63.0,8.0,3252.944475602916
2007,30441,1,1,3,15.9,1298.0,85.0,5.0,1626.472237801458
2016,11000,0,0,3,20.7,1496.0,113.98,5.0,33090.29725182277
2015,61000,0,0,3,15.73,1968.0,174.33,5.0,28042.62478968031
2013,48454,1,1,2,17.0,1197.0,80.0,5.0,3925.967470555244
2017,37000,0,1,3,14.1,2179.0,154.0,7.0,12619.18115535614
2017,32249,0,1,3,21.9,1498.0,98.6,7.0,12103.196859226024
2013,58000,0,1,3,19.33,1968.0,138.03,5.0,6618.059450364553
2017,28360,1,1,3,19.1,1197.0,81.86,5.0,5743.129556926528
2017,7000,1,1,3,20.89,1197.0,81.8,5.0,6393.718452047111
2016,19658,0,0,3,18.12,1995.0,190.0,5.0,40201.9068984857
2007,92000,1,1,3,13.8,1299.0,70.0,5.0,1402.1312394840156
2013,25000,1,1,3,20.36,1197.0,78.9,5.0,2972.518227706113
2016,37882,0,1,3,22.32,1582.0,126.3,5.0,10308.468872686482
2014,69330,0,0,3,16.07,1995.0,181.0,5.0,26360.067302299492
2011,61000,1,0,3,12.3,1796.0,185.0,5.0,14021.312394840155
2010,35000,1,1,2,18.6,1199.0,79.4,5.0,1682.5574873808187
2012,72450,0,1,3,15.1,2179.0,140.0,7.0,9085.810431856422
2017,36381,0,1,3,28.09,1248.0,88.5,5.0,10936.623667975322
2017,25559,0,0,3,19.71,2143.0,201.15,5.0,42546.27033090297
2005,100000,1,0,1,16.4,1497.0,78.0,5.0,2198.5417835109365
2015,94000,0,0,3,11.5,2982.0,169.0,7.0,22994.952327537856
2011,64357,1,1,3,24.07,998.0,67.1,5.0,3084.6887268648343
2017,10501,1,0,3,9.43,1999.0,237.4,5.0,84127.87436904093
2009,47000,0,1,3,21.9,1396.0,90.0,5.0,3140.773976444195
2017,18000,1,0,3,16.0,1497.0,117.3,7.0,10375.771172181716
2007,89000,1,1,3,13.4,1794.0,125.0,5.0,3365.1149747616373
2014,49964,0,0,3,17.68,1968.0,174.33,5.0,26797.532249018506
2014,35000,0,1,3,12.99,2494.0,100.6,7.0,14301.73864273696
2014,64000,0,1,3,24.0,1120.0,70.0,5.0,4655.075715086932
2013,36000,1,0,3,14.8,1598.0,105.0,5.0,5215.928210880539
2012,78600,0,1,3,12.8,2494.0,102.0,7.0,9983.174425126192
2015,65000,0,1,2,23.2,1248.0,73.94,5.0,3667.9753224901847
2008,120300,0,0,2,12.07,2967.0,241.4,7.0,20190.689848569826
2016,21000,1,1,3,18.6,1197.0,81.83,5.0,7066.741446999438
2017,18108,0,1,3,24.3,1248.0,88.5,5.0,12686.483454851374
2014,58407,1,1,3,17.4,1497.0,117.3,5.0,6909.702748177229
2014,49500,1,1,3,20.73,1373.0,91.1,5.0,6730.229949523275
2013,37199,1,0,3,17.5,1498.0,99.6,5.0,6090.858104318564
2012,62000,0,1,3,22.07,1199.0,73.9,5.0,5215.928210880539
2015,59000,0,1,3,20.77,1248.0,88.8,7.0,8412.787436904093
2015,60000,0,1,3,26.59,1248.0,74.0,5.0,7010.656197420078
2007,39037,0,0,3,14.84,2143.0,170.0,5.0,10375.771172181716
2013,17003,1,1,3,19.4,1198.0,86.8,5.0,3533.370723499719
2008,80400,1,1,3,16.0,1086.0,66.7,5.0,2579.9214806505884
2012,75200,0,1,3,22.32,1582.0,126.32,5.0,5888.9512058328655
2017,41217,0,1,3,28.09,1248.0,88.5,5.0,8300.616937745372
2006,98293,1,1,2,13.8,1299.0,70.0,5.0,1738.6427369601793
2017,54000,1,1,2,16.2,1199.0,74.0,5.0,6730.229949523275
2016,17377,1,1,3,18.7,1199.0,88.7,5.0,6618.059450364553
2013,33800,0,1,2,25.8,1498.0,98.6,5.0,5272.013460459899
2015,86157,0,1,3,22.54,1396.0,88.73,5.0,7291.082445316882
2012,146824,0,1,3,21.1,1248.0,73.9,5.0,3982.0527201346044
2014,55000,1,1,3,16.8,1497.0,116.3,5.0,7964.105440269209
2010,53293,1,1,3,13.14,1798.0,160.0,5.0,6730.229949523275
2017,38000,0,1,3,24.3,1248.0,88.5,5.0,8962.422882781828
2009,64000,1,1,2,17.0,1197.0,80.0,5.0,4598.990465507571
2017,25058,1,0,3,24.07,998.0,67.1,5.0,4430.73471676949
2016,36700,1,1,3,21.1,814.0,55.2,5.0,4913.06786315199
2011,35000,1,1,3,20.36,1197.0,78.9,5.0,3084.6887268648343
2016,22732,1,0,3,18.1,3498.0,306.0,2.0,62299.49523275378
2014,48000,0,0,3,18.53,1968.0,187.74,5.0,32529.444756029163
2013,62084,0,1,3,22.77,1498.0,98.59,5.0,7403.252944475603
2012,39273,0,0,3,14.3,1968.0,140.0,5.0,7840.717891194616
2017,64798,0,1,3,13.68,2393.0,147.8,7.0,21031.968592260233
2010,100002,0,1,1,20.0,1399.0,68.0,5.0,1435.782389231632
2006,78000,1,1,1,14.49,1399.0,92.7,5.0,1346.045989904655
2013,57717,1,1,3,18.5,1197.0,85.8,5.0,4834.548513740885
2011,109000,0,0,3,12.39,2179.0,147.51,5.0,18508.132361189007
2017,74515,1,1,3,18.9,1197.0,82.0,5.0,6326.416152551878
2017,50484,0,0,3,10.91,3198.0,197.2,7.0,34907.45933819405
2013,13452,0,0,3,12.8,1968.0,167.6,5.0,28558.60908581043
2017,37688,1,1,3,17.01,1591.0,121.3,5.0,8839.035333707234
2017,34000,0,0,3,13.0,2143.0,204.0,5.0,40381.37969713965
2014,120000,0,0,3,0.0,2987.0,165.0,5.0,33651.14974761637
2008,64000,1,1,2,17.5,1298.0,85.8,5.0,3196.8592260235555
2011,100000,1,1,3,13.0,1343.0,90.0,5.0,3925.967470555244
2014,75000,0,1,3,20.46,1461.0,83.8,5.0,8412.787436904093
2012,86000,0,0,3,14.84,2143.0,170.0,5.0,21312.394840157038
2015,69000,0,0,3,15.97,2993.0,258.0,5.0,60572.06954570948
2015,41721,1,1,3,19.1,1197.0,82.0,5.0,5272.013460459899
2017,13000,1,0,3,22.0,1197.0,81.8,5.0,9534.492428491307
2013,38998,0,0,3,16.07,1995.0,181.0,4.0,19068.984856982614
2017,54250,1,1,3,22.74,796.0,47.3,5.0,3937.184520471116
2013,45979,0,0,2,17.11,1968.0,174.33,5.0,21873.247335950644
2012,37000,1,0,2,13.6,1598.0,181.0,4.0,19068.984856982614
2015,46983,0,0,2,12.07,2967.0,241.4,7.0,48625.91138530566
2012,40700,0,1,3,25.44,936.0,57.6,5.0,2972.518227706113
2015,43828,1,1,3,20.51,998.0,67.04,5.0,3948.401570386988
2016,53000,0,1,3,19.01,1461.0,108.5,5.0,7010.656197420078
2015,100000,0,0,3,18.88,1995.0,184.0,5.0,27762.19854178351
2015,19000,1,1,3,20.85,1197.0,83.14,5.0,5888.9512058328655
2016,84000,0,1,3,17.72,1968.0,108.5,5.0,12338.754907459337
2018,37630,1,0,3,15.63,1499.0,110.4,5.0,10207.515423443634
2010,67714,1,1,3,18.5,1197.0,80.0,5.0,3645.541222658441
2017,32000,0,1,3,15.0,1248.0,88.5,5.0,9534.492428491307
2010,51000,1,1,3,16.2,1599.0,103.2,5.0,3477.2854739203585
2015,58390,0,0,3,18.88,1995.0,184.0,5.0,22277.06113292204
2017,14000,0,1,3,24.0,1186.0,73.97,5.0,5496.354458777342
2014,55818,1,1,2,17.4,1497.0,117.3,5.0,6393.718452047111
2006,97800,1,1,1,16.1,1248.0,74.0,5.0,1962.983735277622
2012,52241,0,1,3,25.2,1248.0,74.0,5.0,3252.944475602916
2018,25433,0,1,3,27.39,1248.0,74.0,5.0,8782.950084127873
2015,40611,0,1,3,14.0,2179.0,138.1,7.0,9141.895681435783
2008,72000,1,1,2,13.2,1495.0,94.0,5.0,2243.409983174425
2016,54631,0,1,3,25.2,1248.0,74.0,5.0,7010.656197420078
2016,24941,1,0,3,21.9,624.0,37.48,4.0,3578.238923163208
2017,63939,0,1,3,25.47,1248.0,88.5,7.0,8693.213684800898
2014,35214,1,0,2,23.1,998.0,67.04,5.0,3589.45597307908
2015,63000,0,1,3,25.2,1248.0,74.0,5.0,5496.354458777342
2012,121377,1,1,3,15.04,1598.0,103.6,5.0,4262.478968031407
2009,100970,0,0,3,15.5,1896.0,105.0,5.0,4486.81996634885
2014,60000,0,0,2,20.7,1496.0,113.98,5.0,26360.067302299492
2008,77650,0,1,3,17.2,1396.0,53.5,5.0,1289.9607403252942
2008,55001,0,0,2,0.0,2179.0,187.7,5.0,29725.182277061132
2015,18955,1,0,3,18.0,1497.0,117.3,5.0,11946.158160403813
2016,47877,0,0,3,16.36,2179.0,187.7,5.0,40022.43409983174
2017,43368,0,0,3,15.0,2143.0,204.0,5.0,35827.25743129557
2011,73000,0,1,1,18.3,1991.0,147.9,5.0,4711.160964666293
2015,72007,0,1,3,15.1,2179.0,140.0,7.0,11104.879416713404
2014,56778,1,0,3,11.74,1796.0,186.0,5.0,17341.559169938304
2018,20024,1,1,3,18.2,1199.0,88.7,5.0,9489.624228827819
2013,42103,1,1,3,16.78,1496.0,88.73,5.0,3645.541222658441
2012,67147,1,1,3,19.7,796.0,46.3,5.0,2916.4329781267525
2016,37806,1,1,3,20.4,1197.0,81.8,5.0,5832.865956253505
2009,85000,1,1,1,19.0,998.0,66.1,5.0,2019.0689848569825
2011,35000,1,1,3,25.4,624.0,37.48,4.0,1794.72798653954
2015,72035,0,1,3,25.5,1498.0,99.0,5.0,2804.2624789680312
2011,48500,1,1,3,16.0,1368.0,90.0,5.0,2804.2624789680312
2017,28854,1,1,3,18.16,1196.0,86.8,5.0,7515.423443634324
2005,92450,1,1,3,15.4,1590.0,94.0,5.0,1346.045989904655
2016,14351,0,0,3,18.88,1995.0,184.0,5.0,39876.6124509254
2017,51087,0,1,3,17.9,1998.0,163.7,5.0,8693.213684800898
2005,50000,0,1,3,12.7,2609.0,116.6,8.0,2176.107683679192
2016,73000,0,1,3,25.0,1396.0,69.0,5.0,2467.7509814918676
2011,60000,0,0,3,18.1,1991.0,147.9,4.0,4262.478968031407
2016,50000,0,1,3,12.8,2494.0,102.0,8.0,17554.683118339875
2018,36797,0,0,3,19.27,2143.0,167.62,5.0,44273.69601794727
2011,50000,1,1,2,18.5,1197.0,85.8,5.0,1682.5574873808187
2013,94000,0,1,3,12.8,2494.0,102.0,8.0,9927.089175546831
2013,74000,0,1,2,12.55,2982.0,168.5,7.0,20078.5193494111
2014,41016,1,0,2,16.95,1197.0,78.9,5.0,5698.26135726304
2012,67000,0,1,3,22.32,1582.0,126.32,5.0,7010.656197420078
2015,76927,0,0,3,15.73,1968.0,174.33,5.0,25518.788558609085
2010,17088,1,1,3,18.6,1199.0,79.4,5.0,1637.6892877173302
2007,112808,0,1,2,17.8,1399.0,68.0,5.0,2299.4952327537853
2014,74980,0,1,3,20.0,1399.0,68.0,5.0,4576.556365675827
2014,44600,1,0,3,23.1,998.0,67.04,5.0,5103.757711721817
2013,37000,0,0,3,20.0,2143.0,107.3,5.0,15703.869882220975
2016,21000,1,1,3,15.8,1591.0,121.3,5.0,12226.584408300616
2010,81245,1,1,3,18.9,998.0,67.1,5.0,2748.177229388671
2013,70000,0,0,3,10.0,2148.0,170.0,5.0,17722.93886707796
2017,4018,1,1,3,18.88,1499.0,110.4,5.0,9254.066180594504
2013,70000,0,0,2,13.73,1995.0,148.0,5.0,9534.492428491307
2016,56532,0,1,3,16.0,2179.0,140.0,7.0,17431.295569265283
2013,26875,1,1,3,16.8,796.0,34.2,8.0,2636.0067302299494
2015,72599,1,1,3,22.5,998.0,67.04,5.0,4845.765563656758
